Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,mexicano
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,,,,,,true
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,,true
Avatar: The Game,PC,2009,Action,Ubisoft,0,0.04,0,0.01,0.04,,,,,,,true
Go Go Ackman 3,SNES,1995,Platform,Banpresto,0,0,0.04,0,0.04,,,,,,,true
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0,0,0.04,65,25,,,Treasure,E,true
Castle of Shikigami III,Wii,2007,Shooter,PQube,0.04,0,0,0,0.04,67,9,7.6,9,Alfa System,T,true
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T,true
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04,43,5,7.5,4,Exient Entertainment,E,true
Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.04,60,10,,,Graphic State,E,true
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0,0.04,75,7,8.2,9,Monte Cristo Multimedia,E,true
The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,,true
Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0,0,0.04,0,0.04,,,,,,,true
San-X Land: Theme Park de Asobou!,DS,2006,Action,MTO,0,0,0.04,0,0.04,,,,,,,true
Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,67,23,8.2,50,5pb,M,true
428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0,0,0.04,0,0.04,,,,,,,true
Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0,0,0.04,0,0.04,,,,,,,true
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Mechanic Escape,PS3,2012,Platform,D3Publisher,0,0,0.04,0,0.04,,,,,,,true
Battle vs. Chess,PS3,N/A,Misc,TopWare Interactive,0,0.03,0,0.01,0.04,,,,,"Targem Games, TopWare Interactive",T,true
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,2008,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,,true
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,60,33,6.1,7,G.Rev,T,true
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0,0,0.04,0,0.04,,,,,,,true
True Love Story 3,PS2,2001,Simulation,Enterbrain,0,0,0.04,0,0.04,,,,,,,true
Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,Tommo,0.04,0,0,0,0.04,,,,,,,true
Little Battlers eXperience W,PSV,2012,Role-Playing,Level 5,0,0,0.04,0,0.04,,,,,,,true
The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0,0,0.04,,,,,,,true
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0,0,0.04,,,4.3,16,PlatinumGames,T,true
Strike Force Bowling,XB,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04,54,10,,,Lab Rats Games,E,true
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04,86,9,8.8,115,1C: Maddox Games,T,true
Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0,0,0.04,76,5,,,Ubisoft,E,true
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04,,,,,,,true
Coraline,DS,2009,Action,D3Publisher,0.04,0,0,0,0.04,,,,,Art,E,true
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04,47,17,5,7,Opus,M,true
Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0,0.04,78,23,8.2,38,Pyro Studios,T,true
Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.04,0,0,0,0.04,,,,,,,true
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0,0,0.01,0.04,,,8.4,29,Telltale Games,M,true
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",E,true
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
SX Superstar,XB,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04,53,17,,,Acclaim,T,true
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,,true
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,43,4,8.3,4,Hellbent Games,E,true
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Saki Portable,PSP,2010,Adventure,Alchemist,0,0,0.04,0,0.04,,,,,,,true
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0,0.04,,,,,,,true
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0,0.03,0,0.01,0.04,,,8.8,8,ArenaNet,T,true
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,0.04,42,16,4.5,6,EKO Software,E10+,true
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0,0,0.04,66,45,7.7,6,Hypnotix,M,true
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,6.3,4,Dimps Corporation,T,true
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0,0,0.04,,,,,,,true
No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0,0,0.04,,,,,,,true
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04,,,,,,,true
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,81,6,8.9,26,Starbreeze,T,true
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04,,,,,,,true
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04,,,,,,,true
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04,38,8,1.7,10,Panic Button,T,true
The History Channel: Great Battles - Medieval,PS3,N/A,Strategy,Slitherine Software,0,0.03,0,0.01,0.04,,,,,,,true
Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04,43,4,,,Artefacts Studio,E,true
Zombi Daisuki,DS,2011,Action,ChunSoft,0,0,0.04,0,0.04,,,,,,,true
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0,0,0.04,0,0.04,,,,,,,true
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,,true
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0,0,0,0.04,,,,,Atomic Planet Entertainment,E10+,true
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0,0,0,0.04,,,,,Crave,T,true
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0,0.04,66,26,7.4,38,Fusionsphere Systems,T,true
The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0,0,0,0.04,,,,,Opera House,E,true
The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0,0,0.04,68,9,,,Torus Games,E,true
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,72,26,7,4,EA Tiburon,E,true
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04,74,7,8.3,13,Konami,E,true
Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04,,,,,Foreign Media,E,true
Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04,,,,,,,true
Scaler,XB,2004,Platform,Global Star,0.03,0.01,0,0,0.04,69,25,,,Artificial Mind and Movement,E,true
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,,,Legacy Interactive,T,true
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,0.04,0,0.04,,,,,,,true
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0,0,0.04,,,,,,,true
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04,70,33,6.9,28,"Examu, Marvelous Inc.",T,true
Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,0.04,68,9,,,Sonic Team,,true
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,0.04,59,6,6.2,5,DC Studios,E,true
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,,true
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04,61,22,8.6,9,Eighting/Raizing,T,true
Clockwork Empires,PC,N/A,Strategy,Unknown,0,0.04,0,0,0.04,58,7,3.8,5,Gaslamp Games,RP,true
Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04,79,18,8.2,116,Black Rock Studio,E10+,true
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0,0,0.04,67,10,,,Microids,E,true
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,0.04,69,18,5.9,868,"Capcom, QLOC",M,true
Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,,,,,,,true
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,0.04,75,30,7.3,23,Vicious Cycle,M,true
MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0,0,0.04,76,14,,,Midway,E,true
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04,37,19,,,Conspiracy Entertainment,M,true
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04,,,,,,,true
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0,0,0.04,0,0.04,,,,,,,true
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04,,,0.2,5,Data Design Interactive,E,true
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0,0.02,0.01,0.04,,,,,,,true
Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04,,,,,,,true
Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04,,,,,,,true
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04,,,,,,,true
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,13,4,1,218,"Eutechnyx, Deep Silver",M,true
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04,70,18,5.9,163,EA Games,E10+,true
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,0.04,71,5,8.1,7,Black Ship Games,T,true
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04,,,,,Ubisoft,T,true
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04,46,4,5.8,10,Ubisoft Osaka,E,true
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,0.04,45,7,5.6,37,"Prope, Kadokawa",E10+,true
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,5.7,15,Visual Concepts,E,true
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0,0,0.04,0,0.04,,,,,,,true
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,,true
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04,51,9,,,Smart Bomb Interactive,E,true
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04,,,,,,,true
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04,,,,,,,true
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,42,14,7.1,13,Krome Studios,T,true
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0,0.04,56,4,,,Paprikari,E,true
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,,true
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04,,,,,,,true
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04,,,,,,,true
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,92,6,8.2,77,Maxis,T,true
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04,,,,,505 Games,E,true
B.L.U.E.: Legend of Water,PS,N/A,Adventure,N/A,0,0,0.04,0,0.04,,,,,,,true
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04,,,,,,,true
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,,,6.3,4,Neko Entertainment,E,true
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,78,14,7.7,35,Traveller's Tales,E10+,true
Bullet Girls 2,PSV,2016,Action,D3Publisher,0,0,0.04,0,0.04,,,,,,,true
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,76,23,7.7,40,Maxis,T,true
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,37,5,6.3,4,"Pipeworks Software, Inc.",M,true
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0,0,0,0.04,,,,,,,true
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0,0.04,0,0,0.04,,,,,,,true
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,,true
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04,70,10,8.6,7,Snap Dragon Games,E10+,true
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.04,,,,,,,true
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0,0,0,0.04,,,,,,,true
Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0,0,0,0.04,,,,,7Raven Studios,E,true
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,,,,,,,true
Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0,0.01,0.04,,,,,,,true
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04,64,4,6.8,12,Wicked Witch Software,E,true
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.04,0,0,0,0.04,,,,,Cyanide,E10+,true
Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0,0,0.04,72,34,6.5,57,Cyanide,T,true
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04,75,20,7.7,40,Ascaron Entertainment GmbH,T,true
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0,0.04,41,21,4,10,Starsphere Interactive,E,true
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04,70,42,7.2,204,Relic,M,true
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,0.04,,,,,,,true
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04,,,,,"Alawar Entertainment, Inc, Alawar Entertainment",E,true
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,0.04,75,15,8.4,19,Arc System Works,T,true
Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0,0,0,0.04,47,4,,,Black Lantern Studios,E,true
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04,59,9,5.5,4,3DO,T,true
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0,0,0.04,0,0.04,,,,,,,true
Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.04,0,0,0.04,78,57,8,569,Paradox Development Studio,,true
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0,0,0.04,61,7,,,Magic Pockets,T,true
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,0.04,78,21,8.5,353,Capcom,M,true
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0,0,0.04,61,20,,,Capcom,T,true
Gray Matter,X360,2011,Adventure,DTP Entertainment,0,0.04,0,0,0.04,,,,,,,true
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.02,0.02,0,0,0.04,,,,,Infinity Ward,M,true
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04,,,,,,,true
World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04,68,14,,,Coresoft,T,true
Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,0.04,65,15,5.7,7,Blue Tongue Entertainment,E10+,true
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0,0,0,0.04,,,,,,,true
Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04,,,,,Sabarasa Entertainment,T,true
Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0,0,0.04,,,,,,,true
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,Spike,0,0,0.04,0,0.04,,,,,,,true
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0,0.04,,,,,PopCap,E,true
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,0.04,62,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA",E,true
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,77,41,7.9,349,Nival Interactive,T,true
Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0,0,0.04,,,,,,,true
NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,,,,,,,true
Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0,0.04,,,,,,,true
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
World Series Baseball,SAT,1994,Sports,Sega,0,0,0.04,0,0.04,,,,,,,true
Haunted Casino,SAT,1996,Adventure,Societa,0,0,0.04,0,0.04,,,,,,,true
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04,78,22,7.2,21,Kojima Productions,M,true
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,0.04,66,19,5.8,9,Terminal Reality,T,true
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04,,,,,,,true
Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0,0,0.04,84,25,8.7,119,Ensemble Studios,T,true
Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0,0,0,0.04,,,,,Zoo Games,E10+,true
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,72,26,8.3,19,5pb,T,true
Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04,,,,,Atomic Planet Entertainment,E,true
Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,0.04,66,5,7.3,43,Sega,E,true
Metal Max Returns,SNES,1995,Role-Playing,Data East,0,0,0.04,0,0.04,,,,,,,true
Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,0.04,66,17,6.9,7,PopTop Software,T,true
GRID,PC,N/A,Racing,Codemasters,0,0.03,0,0.01,0.04,87,25,7.9,463,Codemasters,E,true
Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0,0.03,0,0.01,0.04,,,,,"Torus Games, Little Orbit",E,true
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0,0,0.04,70,12,,,Rainbow Studios,T,true
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04,,,,,"Pipeworks Software, Inc.",M,true
Unchained Blades,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,65,8,7.8,16,FuRyu,T,true
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,84,5,7.7,29,Engine Software,T,true
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0,0,0.04,0,0.04,,,,,,,true
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,0.04,87,36,8.6,235,Relic,M,true
Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,0.04,,,,,,,true
Black & White,PC,2001,Strategy,Electronic Arts,0,0.04,0,0,0.04,,,,,,,true
NHL Hitz Pro,GC,N/A,Sports,Unknown,0.03,0.01,0,0,0.04,81,15,7.8,5,Next Level Games,E,true
Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,0.03,0,0,0,0.04,,,,,,,true
North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0,0,0,0.04,,,,,,,true
Zen-Nippon GT Senshuken,SNES,1995,Racing,Banpresto,0,0,0.04,0,0.04,,,,,,,true
Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.03,0.01,0,0,0.04,,,,,,,true
Worms Armageddon,N64,1999,Strategy,Infogrames,0.03,0.01,0,0,0.04,,,,,,,true
Rally Challenge 2000,N64,1999,Racing,Imagineer,0.03,0.01,0,0,0.04,,,,,,,true
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,0.03,0.01,0,0,0.04,,,,,,,true
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0,0.04,,,,,,,true
Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,47,5,5.7,6,Mistic Software,E,true
Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0,0,0.04,0,0.04,,,,,,,true
Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0,0,0.04,0,0.04,,,,,,,true
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,0.04,,,3.8,8,Monkey Bar Games,E,true
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0,0,0.04,,,,,,,true
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0,0,0.04,69,27,9.2,6,Team 17,T,true
Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,0.04,0,0.04,,,,,,,true
Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,0.04,89,30,9,274,Big Huge Games,T,true
