Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,elements,Peso
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0,0.06,55,26,,,Tecmo,E,undefined,123
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0,0,0.06,,,,,,,undefined,123
Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0,0.01,0.06,,,,,,,undefined,123
Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0,0,0.06,0,0.06,,,,,,,undefined,123
Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0,0.01,0.06,27,4,,,Creat Studios,E10+,undefined,123
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06,59,9,8,5,Sonic Powered,E,undefined,123
Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0,0.05,0,0.01,0.06,,,,,Engine Software,E,undefined,123
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0,0,0.06,0,0.06,,,,,,,undefined,123
Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0,0,0,0.06,54,6,,,Whitebear,E10+,undefined,123
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0,0.06,68,7,6.8,33,TT Games,E10+,undefined,123
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.06,76,10,7.9,100,WayForward,E,undefined,123
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01,0.06,79,15,6.9,8,Digital Mayhem,T,undefined,123
Steins;Gate,X360,2009,Adventure,5pb,0,0,0.06,0,0.06,,,,,,,undefined,123
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0,0.01,0.06,,,,,,,undefined,123
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,48,10,4.8,14,Nordic Games Publishing,E,undefined,123
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76,11,8.8,33,Spike Chunsoft,T,undefined,123
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,0.05,0,0.01,0.06,,,,,,,undefined,123
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0,0.01,0.06,,,8,7,Arc System Works,T,undefined,123
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01,0.06,80,15,7.8,61,Traveller's Tales,E10+,undefined,123
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,47,10,5.4,24,Hydravision,M,undefined,123
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06,61,11,8,6,Mass Media,E,undefined,123
Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0,0,0.06,0,0.06,,,,,,,undefined,123
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.04,0.01,0,0.01,0.06,,,,,,,undefined,123
Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0,0,0.06,,,,,,,undefined,123
Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0,0,0.06,0,0.06,,,,,,,undefined,123
Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0,0.01,0.06,,,,,,,undefined,123
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0,0.06,,,,,Activision,E,undefined,123
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.01,0.06,64,40,7.9,51,Sandlot,M,undefined,123
Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0,0,0,0.06,,,,,Firehazard Studio,E,undefined,123
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0,0.06,,,,,,,undefined,123
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0,0,0.06,,,,,,,undefined,123
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.06,,,,,Zoo Games,E,undefined,123
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,0.06,0,0.06,,,,,,,undefined,123
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,0.06,0,0.06,,,,,,,undefined,123
Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0,0,0.06,0,0.06,,,,,,,undefined,123
KimiKiss,PS2,2006,Adventure,Enterbrain,0,0,0.06,0,0.06,,,,,,,undefined,123
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0,0,0.06,0,0.06,,,,,,,undefined,123
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,71,41,7.6,20,Darkworks,M,undefined,123
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0,0,0.06,,,,,Ubisoft,E,undefined,123
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0,0,0.06,0,0.06,,,,,,,undefined,123
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0,0,0,0.06,65,6,,,Oxygen Interactive,E,undefined,123
Shining Force Feather,DS,2009,Strategy,Sega,0,0,0.06,0,0.06,,,,,,,undefined,123
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,60,38,6.7,116,Spiders,M,undefined,123
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0,0,0,0.06,,,,,Starfish SD,E,undefined,123
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0,0,0.06,0,0.06,,,,,,,undefined,123
Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0,0,0,0.06,,,,,Neko Entertainment,E,undefined,123
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06,,,,,1st Playable Productions,E,undefined,123
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Theme Park,DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,72,15,7.6,14,EA Japan Studio,E,undefined,123
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06,77,51,8.1,37,Headfirst Productions,M,undefined,123
The Great Escape,XB,2003,Action,SCi,0.05,0.01,0,0,0.06,55,24,,,Pivotal Games,T,undefined,123
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,81,24,7.4,177,Bizarre Creations,E10+,undefined,123
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06,75,30,7.9,35,Pendulo Studios,E10+,undefined,123
Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,,,,,,,undefined,123
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0,0,0.06,0,0.06,,,,,,,undefined,123
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,,undefined,123
PenPen TriIceLon,DC,1998,Racing,Infogrames,0,0,0.06,0,0.06,,,,,,,undefined,123
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0,0,0.06,55,7,,,DC Studios,E,undefined,123
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,0.05,0,0.01,0.06,,,,,,,undefined,123
DropCast,DS,2008,Puzzle,THQ,0.06,0,0,0,0.06,66,4,,,Mikoishi,E,undefined,123
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,48,24,7.1,23,Totally Games,T,undefined,123
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06,71,22,7.3,6,Acclaim,T,undefined,123
Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0,0,0,0.06,,,,,Conspiracy Entertainment,E10+,undefined,123
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.06,0,0,0,0.06,,,,,,,undefined,123
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.02,0.03,0,0,0.06,,,,,,,undefined,123
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0,0,0.06,63,17,,,Ubisoft Montreal,T,undefined,123
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0,0,0.06,65,12,7.6,8,"10tacle Studios, Fusionsphere Systems",T,undefined,123
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0,0,0,0.06,,,7.4,5,Sony Online Entertainment,T,undefined,123
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06,83,41,8,523,Epic Games,M,undefined,123
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06,36,7,4.7,6,KCEO,E,undefined,123
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,Media Vision,,undefined,123
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Chou Soujuu Mecha MG,DS,N/A,Simulation,N/A,0,0,0.06,0,0.06,,,,,,,undefined,123
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0,0,0.06,0,0.06,,,8.2,11,Konami,E,undefined,123
Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0,0.06,65,4,,,Longtail Studios,T,undefined,123
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,66,38,8.6,5,Paradigm Entertainment,T,undefined,123
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,61,29,7,5,Taito Corporation,E,undefined,123
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,86,64,8.4,626,Infinity Ward,T,undefined,123
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06,78,39,8.2,26,Arkedo Studio,E,undefined,123
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0,0,0,0.06,,,,,CokeM Interactive,E,undefined,123
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0,0,0.06,0,0.06,,,,,,,undefined,123
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06,,,,,,,undefined,123
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06,72,34,6.7,11,Croteam,M,undefined,123
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06,66,12,6.9,20,Insomniac Games,E,undefined,123
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06,,,,,,,undefined,123
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0,0.01,0.06,,,5.7,10,Prope,E10+,undefined,123
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0,0,0.06,0,0.06,,,,,,,undefined,123
MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01,0.06,72,31,,,Monumental Games,E,undefined,123
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0,0,0,0.06,51,5,,,FUN Labs,T,undefined,123
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.3,54,Capcom Vancouver,M,undefined,123
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06,64,28,8.1,12,SCEI,E,undefined,123
ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,0.06,0,0.06,,,7.4,27,Bluepoint Games,T,undefined,123
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0,0.06,,,,,,,undefined,123
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0,0,0,0.06,,,,,Farmind Ltd,T,undefined,123
NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0,0.06,,,,,,,undefined,123
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0,0,0,0.06,,,,,Little Orbit,E,undefined,123
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0,0,0,0.06,,,,,,,undefined,123
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,,undefined,123
The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,81,50,8.8,1116,CD Projekt Red Studio,M,undefined,123
Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0,0,0.06,,,,,,,undefined,123
CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0,0,0.06,,,,,,,undefined,123
S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06,66,27,,,Cing,,undefined,123
Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0,0,0.06,,,,,,,undefined,123
Marvel Super Heroes,SAT,1997,Fighting,Capcom,0,0,0.06,0,0.06,,,,,,,undefined,123
Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06,65,12,,,Team 17,E,undefined,123
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06,,,8,14,Gust,T,undefined,123
Prinny: Can I Really Be The Hero? (US sales),PSP,N/A,Action,N/A,0.06,0,0,0,0.06,,,,,,,undefined,123
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,56,20,6.6,28,Creat Studios,T,undefined,123
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0,0,0,0.06,,,7.2,6,Sensory Sweep,E,undefined,123
Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06,80,44,8.7,602,GSC Game World,M,undefined,123
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0,0,0.06,36,5,,,Bethesda Softworks,E,undefined,123
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0,0,0.06,,,,,David A. Palmer Productions,E,undefined,123
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0,0,0.06,0,0.06,,,,,,,undefined,123
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0,0,0.06,70,5,,,Artificial Mind and Movement,E,undefined,123
Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,0,0,0,0.06,,,,,UFO Interactive,E,undefined,123
I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0,0,0,0.06,,,,,City Interactive,E,undefined,123
A New Beginning,PC,2010,Adventure,Deep Silver,0,0.05,0,0.01,0.06,,,,,,,undefined,123
World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,0.06,,,,,Midas Interactive Entertainment,E,undefined,123
Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0,0,0,0.06,,,,,1st Playable Productions,E,undefined,123
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,54,7,6.8,9,EA Bright Light,E,undefined,123
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06,70,7,,,Konami,E,undefined,123
Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,0.03,0.02,0,0.01,0.06,54,12,,,BattleBorne,T,undefined,123
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,,undefined,123
Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0,0,0.06,,,,,,,undefined,123
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06,,,4,4,FUN Labs,T,undefined,123
Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0,0,0,0.06,61,5,,,Black Lantern Studios,E,undefined,123
Worldwide Soccer,SAT,1994,Sports,Sega,0,0,0.06,0,0.06,,,,,,,undefined,123
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.05,0,0,0.01,0.06,,,3.1,12,Robomodo,T,undefined,123
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06,33,4,,,Nikitova Games,E10+,undefined,123
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,58,26,8.5,11,Pyro Studios,T,undefined,123
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,57,16,8.6,11,Capcom,T,undefined,123
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0,0,0,0.06,,,,,Destination Software,E,undefined,123
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.04,0.02,0,0,0.06,,,,,Torus Games,E,undefined,123
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0,0,0.06,67,14,5.9,10,Arc System Works,T,undefined,123
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0,0.06,,,,,,,undefined,123
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0,0,0.06,0,0.06,,,,,,,undefined,123
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0,0.06,52,6,7.4,12,Platinum Egg,T,undefined,123
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,0,0,0,0.06,,,,,,,undefined,123
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,,,,,Visual Impact,E,undefined,123
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0.06,0,0.06,,,,,,,undefined,123
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06,43,54,6.5,283,Valhalla Game Studios,M,undefined,123
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0,0,0.06,0,0.06,,,,,,,undefined,123
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.05,0,0,0,0.06,,,,,,,undefined,123
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,63,15,7,10,Quicksilver Software,E,undefined,123
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06,44,15,2.5,4,Art,E,undefined,123
Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06,,,,,,,undefined,123
Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,59,4,,,BottleRocket Entertainment,E10+,undefined,123
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,0.04,0.01,0,0,0.06,,,,,,,undefined,123
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,0.06,0,0.06,,,,,,,undefined,123
Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0,0,0.06,0,0.06,,,,,,,undefined,123
Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,0.03,0.02,0,0,0.06,,,,,,,undefined,123
Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0,0,0.06,0,0.06,,,,,,,undefined,123
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0,0,0.06,,,,,,,undefined,123
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,0.04,0.02,0,0,0.06,,,,,,,undefined,123
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0,0,0.06,80,17,7.8,10,Revolution Software,T,undefined,123
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0,0,0.06,62,16,8.5,32,Nex Entertainment,M,undefined,123
Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,0.05,0,0,0.01,0.06,,,,,,,undefined,123
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0,0,0.06,0,0.06,,,,,,,undefined,123
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0,0,0.06,80,15,,,Treyarch,E,undefined,123
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.03,0.02,0,0.01,0.06,,,8,8,Blue Fang Games,E,undefined,123
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,60,36,7.9,14,Paon Corporation,M,undefined,123
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06,44,14,,,Cat Daddy Games,T,undefined,123
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,68,16,7.8,36,Marvelous Inc.,T,undefined,123
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0,0.06,0,0,0.06,,,,,Behaviour Interactive,E10+,undefined,123
Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,,undefined,123
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06,69,20,8.4,10,Team 17,T,undefined,123
Playmobil Knights,DS,2009,Action,Mindscape,0.04,0.01,0,0,0.06,,,,,Dreamcatcher,E,undefined,123
MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.03,0.02,0,0.01,0.06,,,,,,,undefined,123
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0,0.06,66,41,7.4,17,G-Artists,E,undefined,123
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06,50,9,6.4,9,3DO,T,undefined,123
Theresia...,DS,2008,Adventure,Arc System Works,0.05,0,0,0,0.06,61,6,8,8,WorkJam,M,undefined,123
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0.05,0,0.01,0.06,71,41,6.9,203,"Ascaron Entertainment GmbH, Ascaron Entertainment",M,undefined,123
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0,0,0,0.06,,,,,,,undefined,123
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.05,0,0,0.06,58,5,7.5,4,WayForward,E10+,undefined,123
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,58,10,7,5,Konami,E,undefined,123
Raw Danger! (JP sales),PS2,2006,Action,505 Games,0,0,0.06,0,0.06,,,,,,,undefined,123
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0,0.01,0.06,,,,,,,undefined,123
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06,29,16,3.3,30,Red Tribe,T,undefined,123
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0,0.06,,,,,,,undefined,123
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06,,,,,,,undefined,123
pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0,0.05,0,0.01,0.06,79,9,,,Konami,,undefined,123
Backyard Skateboarding 2006,GBA,2004,Sports,Atari,0.04,0.02,0,0,0.06,,,,,,,undefined,123
