Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,elements
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,61,21,6.6,127,InXile Entertainment,M,undefined
Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0,0.01,0.05,54,4,,,Argonaut Games,T,undefined
Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.05,0,0,0,0.05,,,,,Dreamcatcher,E,undefined
SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.01,0.05,,,,,,,undefined
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0,0,0,0.05,46,16,,,NanaOn-Sha,E,undefined
Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,0.05,0,0,0,0.05,,,,,"Eidos Interactive, Tantalus Interactive",E,undefined
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0,0,0.05,79,43,8.3,12,From Software,T,undefined
Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,72,30,7.3,18,Neon Studios,E10+,undefined
Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0,0.05,,,,,,,undefined
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,49,11,6.3,12,Immersion Software & Graphics,T,undefined
Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0,0,0.05,70,4,8,5,Doki Denki,E,undefined
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,Ubisoft,T,undefined
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0,0,0,0.05,,,1.1,8,Data Design Interactive,E,undefined
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0,0,0.05,66,33,5.5,23,Interplay,M,undefined
Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.05,0,0.05,,,,,,,undefined
IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0,0,0.05,71,8,7.8,5,Codemasters,E,undefined
Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0,0,0,0.05,,,,,Gorilla Systems,E,undefined
Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0,0,0.05,74,12,,,Taito Corporation,E,undefined
Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0,0,0.05,69,16,,,Climax Group,E,undefined
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05,,,3.4,14,PlatinumGames,T,undefined
Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.02,0,0,0.05,,,,,,,undefined
Piglet's Big Game,GBA,2003,Platform,THQ,0.04,0.01,0,0,0.05,,,,,,,undefined
Killing Floor 2,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.01,0.05,76,39,8,57,Tripwire Interactive,M,undefined
Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,Crave Entertainment,0.04,0.01,0,0,0.05,,,,,,,undefined
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,70,14,4.4,5,Sega AM2,E,undefined
Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,0.03,0.02,0,0,0.05,,,,,,,undefined
Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0,0.05,0,0,0.05,,,,,Blast! Entertainment Ltd,E,undefined
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0,0,0.05,,,,,,,undefined
My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.01,0,0,0.05,,,,,,,undefined
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05,76,10,5.1,475,High Voltage Software,M,undefined
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0,0,0.05,0,0.05,,,,,,,undefined
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,70,20,7.7,105,Colossal Order,E,undefined
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05,37,12,5.9,8,3DO,T,undefined
Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,0.04,0.01,0,0,0.05,,,,,Navarre Corp,E,undefined
RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,0,0,0.05,0,0.05,,,,,,,undefined
To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,,undefined
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05,48,6,7.1,8,Omega Force,T,undefined
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,6.5,4,Point of View,T,undefined
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0,0,0,0.05,,,,,Natsume,T,undefined
The BIGS 2,DS,2009,Sports,Take-Two Interactive,0.05,0,0,0,0.05,,,,,Blue Castle Games,E,undefined
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0,0,0.05,51,11,4.1,42,Deep Silver,M,undefined
Captain America: Super Soldier,DS,N/A,Action,Sega,0.05,0,0,0,0.05,,,,,,,undefined
Venetica,PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05,61,17,6.8,51,Deck 13,T,undefined
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0,0.01,0.05,76,29,4.9,539,Codemasters,M,undefined
Princess on Ice,DS,2008,Sports,505 Games,0.04,0.01,0,0,0.05,,,,,Arc System Works,E,undefined
Lagoon,SNES,1991,Role-Playing,Kemco,0,0,0.05,0,0.05,,,,,,,undefined
Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0,0,0,0.05,,,,,Black Lantern Studios,EC,undefined
Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.05,,,,,Rising Star Games,E,undefined
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0.01,0.05,77,13,7.1,56,InXile Entertainment,M,undefined
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0,0.04,0,0.01,0.05,77,10,8.6,16,Cave,,undefined
Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,0,0,0.05,0,0.05,,,,,,,undefined
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,33,4,6.6,15,"Buka Entertainment, Targem Games",M,undefined
Monster! Bass Fishing,GBA,2003,Sports,Ignition Entertainment,0.04,0.01,0,0,0.05,,,,,,,undefined
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05,68,34,8.2,6,WayForward,E10+,undefined
Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,0.05,0,0,0,0.05,,,,,Ubisoft,E,undefined
Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0,0,0,0.05,66,8,,,Sonic Powered,E,undefined
Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,0.03,0.02,0,0,0.05,,,,,,,undefined
Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05,,,,,,,undefined
Sengoku Basara X,PS2,2008,Fighting,Capcom,0,0,0.05,0,0.05,,,,,,,undefined
Legend of Kay,WiiU,2015,Action,Nordic Games,0.03,0.02,0,0,0.05,,,,,,,undefined
Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0,0,0,0.05,,,,,Ubisoft Porto Alegre,E,undefined
Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Ontamarama,DS,2007,Action,Atlus,0.05,0,0,0,0.05,71,9,,,Noise Factory,E,undefined
DokiDoki Majo Shinpan!,DS,2007,Adventure,SNK Playmore,0,0,0.05,0,0.05,,,,,,,undefined
Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,0,0,0.05,0,0.05,,,,,,,undefined
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0,0,0.05,82,4,7.9,9,Exient Entertainment,E,undefined
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,0.05,0,0,0,0.05,,,,,,,undefined
Downforce,PS2,2002,Racing,Avalon Interactive,0.03,0.02,0,0.01,0.05,69,18,,,SmartDog,E,undefined
Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,0,0,0.05,0,0.05,,,,,,,undefined
Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,0.05,0,0,0,0.05,,,,,Legacy Interactive,E,undefined
Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0,0,0.05,39,6,7.8,5,Neverland,E,undefined
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0,0.05,66,45,6.5,621,2K Marin,M,undefined
Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0,0,0,0.05,53,10,,,Gameinvest,E,undefined
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05,75,23,7.8,8,Shin'en,E,undefined
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0,0,0,0.05,60,16,7,8,Suzak,E10+,undefined
Summon Night X: Tears Crown,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0,0.05,0,0,0.05,,,,,,,undefined
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01,0.05,78,26,7.4,25,Terminal Reality,T,undefined
Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0,0.05,66,7,4.1,9,Iron Galaxy Studios,T,undefined
Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0,0,0.05,0,0.05,,,,,,,undefined
Phantom Crash,XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0,0.05,74,23,8.3,14,Genki,T,undefined
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05,58,13,6.3,7,Cave,E,undefined
Expendable,PS,1999,Action,Infogrames,0.03,0.02,0,0,0.05,,,,,,,undefined
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,Activision,0.05,0,0,0,0.05,,,,,,,undefined
The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Arthur! Ready to Race,PS,2000,Racing,The Learning Company,0.03,0.02,0,0,0.05,,,,,,,undefined
Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,0.03,0.02,0,0,0.05,,,,,,,undefined
The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,83,12,7.8,12,Smilebit,M,undefined
Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.05,0,0.05,,,,,,,undefined
Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0,0,0,0.05,,,,,,,undefined
The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0,0.04,0,0.05,,,,,,,undefined
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0,0,0,0.05,58,7,,,Amaze Entertainment,E,undefined
R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.05,0,0,0.01,0.05,,,,,,,undefined
Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05,26,14,2.8,11,Atomic Planet Entertainment,E,undefined
Prism: Light the Way,DS,2007,Puzzle,Eidos Interactive,0.05,0,0,0,0.05,73,21,,,Game Sauce,E,undefined
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0,0.05,37,10,5.1,7,From Software,T,undefined
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0,0,0.05,0,0.05,,,,,,,undefined
Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0,0,0.05,40,6,7.3,7,Mass Media,E,undefined
Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,0.04,0.01,0,0,0.05,49,11,,,Ubisoft,E,undefined
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,0,0,0.05,0,0.05,,,,,,,undefined
Imagine: Artist,DS,2009,Misc,Ubisoft,0.05,0,0,0,0.05,,,,,Ubisoft,E,undefined
Top Spin 2,DS,2006,Sports,Take-Two Interactive,0.05,0,0,0,0.05,51,8,,,Indie Built,E,undefined
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05,0,0,0,0.05,,,,,,,undefined
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0,0,0.05,0,0.05,,,,,,,undefined
Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0,0,0.05,77,34,8.5,13,Free Radical Design,T,undefined
Philosoma,PS,1995,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.05,,,,,,,undefined
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0,0,0.05,84,14,,,Sonic Team,E,undefined
Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05,,,,,,,undefined
Kamiwaza,PS2,2006,Action,Acquire,0,0,0.05,0,0.05,,,,,,,undefined
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0,0.05,0,0,0.05,,,6.2,18,Behaviour Interactive,E10+,undefined
Arcana Heart 3,X360,2011,Fighting,PQube,0,0.02,0.02,0,0.05,68,13,,,Examu,T,undefined
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05,60,15,6.3,4,Konami,T,undefined
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0,0.01,0.05,78,12,7.3,11,PopCap,E,undefined
Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Suzuki Super-Bikes II: Riding Challenge,DS,2008,Racing,Valcon Games,0.05,0,0,0,0.05,,,,,Kuju Entertainment,E,undefined
GRID,DS,N/A,Racing,Codemasters,0.04,0,0,0,0.05,79,19,8.1,15,Firebrand Games,E,undefined
Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05,81,17,8.3,29,5pb,M,undefined
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05,69,20,6.3,4,Prope,E,undefined
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,0.04,0.01,0,0,0.05,,,,,,,undefined
Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,0,0,0.05,0,0.05,,,,,,,undefined
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0,0.05,51,19,4.5,4,Wideload Games Inc.,T,undefined
Alias,XB,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,64,37,6,4,Acclaim Studios Cheltenham,T,undefined
Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
ESPN International Winter Sports 2002,GC,2002,Sports,Konami Digital Entertainment,0.04,0.01,0,0,0.05,62,6,,,KCEO,E,undefined
Dual Heroes,N64,1997,Fighting,Hudson Soft,0.04,0.01,0,0,0.05,,,,,,,undefined
Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.04,0.01,0,0,0.05,,,,,,,undefined
Hercules: The Legendary Journeys,N64,2000,Role-Playing,Titus,0.04,0.01,0,0,0.05,,,,,,,undefined
Chameleon Twist 2,N64,1998,Platform,Infogrames,0.04,0.01,0,0,0.05,,,,,,,undefined
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,81,42,8.8,17,Sumo Digital,E,undefined
Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,0.04,0.01,0,0,0.05,,,,,,,undefined
Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0,0,0.05,0,0.05,,,,,,,undefined
Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0,0.04,0,0.01,0.05,,,,,Rising Star Games,E,undefined
All Star Tennis 99,N64,1999,Sports,Ubisoft,0.04,0.01,0,0,0.05,,,,,,,undefined
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,Spike,0,0,0.05,0,0.05,,,,,,,undefined
Winning Post World,PS3,2009,Sports,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,0,0,0.05,0,0.05,,,,,,,undefined
Arx Fatalis,XB,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,71,31,8.2,6,Arkane Studios,M,undefined
Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0,0.04,0,0.01,0.05,,,,,,,undefined
Slam Dunk SD Heat Up!!,SNES,1995,Sports,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.02,0,0,0.05,,,,,,,undefined
Dead in the Water,PS,1999,Action,ASC Games,0.03,0.02,0,0,0.05,,,,,,,undefined
Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
Ride,PS3,2015,Racing,Milestone S.r.l.,0,0.03,0.01,0.01,0.05,,,4.8,4,Milestone S.r.l,,undefined
Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Dr. Seuss: Green Eggs and Ham,GBA,2003,Action,NewKidCo,0.04,0.01,0,0,0.05,,,9,21,Handheld Games,E,undefined
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6,Zoe Mode,E10+,undefined
Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05,,,,,,,undefined
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0,0,0,0.05,60,25,5.8,9,Arc System Works,T,undefined
Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0,0,0.05,68,16,4.5,4,Radical Entertainment,T,undefined
Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.05,0,0,0,0.05,,,,,,,undefined
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Turbo Turtle Adventure,GBA,2002,Puzzle,Majesco Entertainment,0.04,0.01,0,0,0.05,70,8,,,Iridon Interactive AB,E,undefined
Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0,0,0.05,0,0.05,,,,,,,undefined
TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,0.02,0.02,0,0,0.05,,,,,,,undefined
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Misc,Vap,0,0,0.05,0,0.05,,,,,,,undefined
Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,0,0,0.05,0,0.05,,,,,,,undefined
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05,78,34,8.7,279,LucasArts,T,undefined
Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0,0,0.05,,,,,Nordic Games Publishing,E,undefined
Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05,,,,,,,undefined
The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0,0,0.05,75,16,9.1,15,Mass Media,E,undefined
Keiba Eight Special,SNES,1993,Sports,Misawa,0,0,0.05,0,0.05,,,,,,,undefined
Harukanaru Toki no Naka de 3,PS2,2004,Adventure,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005,Platform,Global Star,0.04,0.01,0,0,0.05,58,6,,,High Voltage Software,E10+,undefined
Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0,0.05,0,0,0.05,,,,,,,undefined
Reel Fishing: The Great Outdoors,PSP,2006,Sports,Natsume,0.05,0,0,0,0.05,,,,,Natsume,E,undefined
Guild 01,3DS,2012,Action,Level 5,0,0,0.05,0,0.05,,,,,,,undefined
Tour de France 2011,X360,N/A,Racing,Focus Home Interactive,0,0.04,0,0.01,0.05,46,7,7.6,5,Cyanide,,undefined
Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05,,,,,,,undefined
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,Zoo Digital Publishing,0.04,0.01,0,0,0.05,73,6,,,Krome Studios,E10+,undefined
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0,0,0.05,0,0.05,,,,,,,undefined
Hokuto no Ken,PS2,2007,Fighting,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0,0.04,0,0.01,0.05,87,41,8.9,891,PopCap,E10+,undefined
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0,0,0.05,71,6,7.6,5,"10tacle Studios, Fusionsphere Systems",T,undefined
George of the Jungle and the Search for the Secret,DS,2008,Platform,Ignition Entertainment,0.05,0,0,0,0.05,44,4,,,Crave,E,undefined
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05,65,14,7.8,4,Treasure,T,undefined
Hotel for Dogs,Wii,2009,Simulation,505 Games,0.04,0,0,0,0.05,,,,,505 Games,E,undefined
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,0,0.04,0,0.01,0.05,,,,,,,undefined
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0,0,0.05,0,0.05,,,,,,,undefined
Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0,0.01,0,0.05,,,7.8,17,"Neverland, Idea Factory",T,undefined
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0,0,0,0.05,74,19,7.8,6,Now Production,E,undefined
Baku Baku,SAT,1995,Puzzle,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.05,64,56,5.1,219,"Next Level Games, Nintendo",T,undefined
Rogue Ops,GC,2003,Action,Kemco,0.04,0.01,0,0,0.05,65,21,,,Bits Studios,M,undefined
Smart Kid's Party Fun Pak,DS,2008,Misc,UFO Interactive,0.05,0,0,0,0.05,,,,,,,undefined
Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0,0,0,0.05,,,,,Zoo Games,E,undefined
BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17,Kadokawa,M,undefined
DiRT 2,PC,2009,Racing,Codemasters,0,0.04,0,0.01,0.05,89,22,8.2,352,Codemasters,T,undefined
Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0.01,0.05,79,51,3.4,3558,Overkill Software,M,undefined
Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05,48,4,,,Eutechnyx,E,undefined
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05,64,5,7.4,5,EKO Software,E,undefined
Ghostbusters (2016),XOne,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,,,,undefined
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0,0,0.05,0,0.05,,,,,,,undefined
Furu Furu Park,Wii,2007,Misc,Taito,0.05,0,0,0,0.05,43,16,4.8,5,"Taito Corporation, 505 Games",E10+,undefined
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0,0.02,0,0.05,78,22,7.4,41,Sega,T,undefined
Alter Echo,XB,2003,Shooter,THQ,0.04,0.01,0,0,0.05,62,24,,,Outrage Games,T,undefined
